city,hotel_name,price,rating,stars,distance_from_center_km,breakfast_included,review_count
budapest,Oasis Inn Budapest,4350,9.0,6.0,1.2,False,358
budapest,Dean's Home Budapest,1962,8.7,6.0,2.4,False,9095
budapest,Novotel Budapest City,3676,8.2,8.0,2.6,True,3404
budapest,SANDRA APARTMENT CLOSE TO CHAIN BRIDGE,2673,9.2,,0.9,False,159
budapest,BasiliQ Hotel,4050,9.5,8.0,0.5,True,751
budapest,Ensana Thermal Margaret Island,3439,9.0,8.0,4.0,True,8027
budapest,ibis Budapest Stadium,3488,9.1,6.0,4.0,False,3496
budapest,Budapest Panorama Central,1838,8.1,6.0,0.35,False,2660
budapest,Budapest Riverfront Apartment,3714,9.0,,0.6,False,74
budapest,Economy Rooms and Apartments,1173,8.0,,0.7,False,3808
budapest,Verdi Budapest Aquincum,3319,8.1,8.0,4.5,False,6397
budapest,Aquaworld Resort Budapest,4477,8.9,8.0,12.3,True,6840
budapest,Carat Boutique Hotel,3561,8.8,8.0,0.1,True,5485
budapest,Ensana Grand Margaret Island,3464,8.9,8.0,3.9,True,6228
budapest,TRIBE Budapest Airport,3635,9.0,8.0,17.2,True,1959
budapest,Danubius Hotel Hungaria City Center,3186,8.5,8.0,1.7,False,9786
budapest,Danubius Hotel Astoria City Center,3195,8.3,8.0,0.45,False,10248
budapest,Hampton By Hilton Budapest City Centre,3290,9.0,6.0,0.8,True,5423
budapest,Marmara Hotel Budapest,3149,8.0,8.0,1.5,False,3105
budapest,You Hotel Budapest - Handwritten Collection,2473,9.2,8.0,0.8,False,442
budapest,Medos Hotel,1972,8.5,6.0,1.0,False,8669
budapest,Danubius Hotel Helia,3666,9.0,8.0,3.1,True,12191
budapest,GoodWind Aparthotel,2505,8.6,,2.7,False,346
budapest,IntercityHotel Budapest,1683,9.0,8.0,1.9,False,4884
budapest,"Radisson Blu Béke Hotel, Budapest",3970,8.9,8.0,1.2,False,8877
budapest,Oasis Inn Budapest,4350,9.0,6.0,1.2,False,358
budapest,Dean's Home Budapest,1962,8.7,6.0,2.4,False,9095
budapest,Novotel Budapest City,3676,8.2,8.0,2.6,True,3404
budapest,SANDRA APARTMENT CLOSE TO CHAIN BRIDGE,2673,9.2,,0.9,False,159
budapest,BasiliQ Hotel,4050,9.5,8.0,0.5,True,751
budapest,Ensana Thermal Margaret Island,3439,9.0,8.0,4.0,True,8027
budapest,ibis Budapest Stadium,3488,9.1,6.0,4.0,False,3496
budapest,Budapest Panorama Central,1838,8.1,6.0,0.35,False,2660
budapest,Budapest Riverfront Apartment,3714,9.0,,0.6,False,74
budapest,"Szerb Boutique Suites, by BQA",2231,7.7,,0.9,False,121
budapest,Verdi Budapest Aquincum,3319,8.1,8.0,4.5,False,6397
budapest,Aquaworld Resort Budapest,4477,8.9,8.0,12.3,True,6840
budapest,Carat Boutique Hotel,3561,8.8,8.0,0.1,True,5485
budapest,Ensana Grand Margaret Island,3464,8.9,8.0,3.9,True,6228
budapest,TRIBE Budapest Airport,3635,9.0,8.0,17.2,True,1959
budapest,Danubius Hotel Hungaria City Center,3186,8.5,8.0,1.7,False,9786
budapest,Danubius Hotel Astoria City Center,3195,8.3,8.0,0.45,False,10248
budapest,Hampton By Hilton Budapest City Centre,3290,9.0,6.0,0.8,True,5423
budapest,Marmara Hotel Budapest,3149,8.0,8.0,1.5,False,3105
budapest,You Hotel Budapest - Handwritten Collection,2473,9.2,8.0,0.8,False,442
budapest,Medos Hotel,1972,8.5,6.0,1.0,False,8669
budapest,Danubius Hotel Helia,3666,9.0,8.0,3.1,True,12191
budapest,GoodWind Aparthotel,2505,8.6,,2.7,False,346
budapest,IntercityHotel Budapest,1683,9.0,8.0,1.9,False,4884
budapest,"Radisson Blu Béke Hotel, Budapest",3970,8.9,8.0,1.2,False,8877
budapest,Oasis Inn Budapest,4350,9.0,6.0,1.2,False,358
budapest,Dean's Home Budapest,1962,8.7,6.0,2.4,False,9095
budapest,Novotel Budapest City,3676,8.2,8.0,2.6,True,3404
budapest,SANDRA APARTMENT CLOSE TO CHAIN BRIDGE,2673,9.2,,0.9,False,159
budapest,BasiliQ Hotel,4050,9.5,8.0,0.5,True,751
budapest,Ensana Thermal Margaret Island,3439,9.0,8.0,4.0,True,8027
budapest,ibis Budapest Stadium,3488,9.1,6.0,4.0,False,3496
budapest,Budapest Panorama Central,1838,8.1,6.0,0.35,False,2660
budapest,Budapest Riverfront Apartment,3714,9.0,,0.6,False,74
budapest,"Szerb Boutique Suites, by BQA",2231,7.7,,0.9,False,121
budapest,Verdi Budapest Aquincum,3319,8.1,8.0,4.5,False,6397
budapest,Aquaworld Resort Budapest,4477,8.9,8.0,12.3,True,6840
budapest,Carat Boutique Hotel,3561,8.8,8.0,0.1,True,5485
budapest,Ensana Grand Margaret Island,3464,8.9,8.0,3.9,True,6228
budapest,TRIBE Budapest Airport,3635,9.0,8.0,17.2,True,1959
budapest,Danubius Hotel Hungaria City Center,3186,8.5,8.0,1.7,False,9786
budapest,Danubius Hotel Astoria City Center,3195,8.3,8.0,0.45,False,10248
budapest,Hampton By Hilton Budapest City Centre,3290,9.0,6.0,0.8,True,5423
budapest,Marmara Hotel Budapest,3149,8.0,8.0,1.5,False,3105
budapest,You Hotel Budapest - Handwritten Collection,2473,9.2,8.0,0.8,False,442
budapest,Medos Hotel,1972,8.5,6.0,1.0,False,8669
budapest,Danubius Hotel Helia,3666,9.0,8.0,3.1,True,12191
budapest,GoodWind Aparthotel,2505,8.6,,2.7,False,346
budapest,IntercityHotel Budapest,1683,9.0,8.0,1.9,False,4884
budapest,"Radisson Blu Béke Hotel, Budapest",3970,8.9,8.0,1.2,False,8877
budapest,Oasis Inn Budapest,4350,9.0,6.0,1.2,False,358
budapest,Dean's Home Budapest,1962,8.7,6.0,2.4,False,9095
budapest,Novotel Budapest City,3676,8.2,8.0,2.6,True,3404
budapest,SANDRA APARTMENT CLOSE TO CHAIN BRIDGE,2673,9.2,,0.9,False,159
budapest,BasiliQ Hotel,4050,9.5,8.0,0.5,True,751
budapest,Ensana Thermal Margaret Island,3439,9.0,8.0,4.0,True,8027
budapest,ibis Budapest Stadium,3488,9.1,6.0,4.0,False,3496
budapest,Budapest Panorama Central,1838,8.1,6.0,0.35,False,2660
budapest,Budapest Riverfront Apartment,3714,9.0,,0.6,False,74
budapest,"Szerb Boutique Suites, by BQA",2231,7.7,,0.9,False,121
budapest,Verdi Budapest Aquincum,3319,8.1,8.0,4.5,False,6397
budapest,Aquaworld Resort Budapest,4477,8.9,8.0,12.3,True,6840
budapest,Carat Boutique Hotel,3561,8.8,8.0,0.1,True,5485
budapest,Ensana Grand Margaret Island,3464,8.9,8.0,3.9,True,6228
budapest,TRIBE Budapest Airport,3635,9.0,8.0,17.2,True,1959
budapest,Danubius Hotel Hungaria City Center,3186,8.5,8.0,1.7,False,9786
budapest,Danubius Hotel Astoria City Center,3195,8.3,8.0,0.45,False,10248
budapest,Hampton By Hilton Budapest City Centre,3290,9.0,6.0,0.8,True,5423
budapest,Marmara Hotel Budapest,3149,8.0,8.0,1.5,False,3105
budapest,You Hotel Budapest - Handwritten Collection,2473,9.2,8.0,0.8,False,442
budapest,Medos Hotel,1972,8.5,6.0,1.0,False,8669
budapest,Danubius Hotel Helia,3666,9.0,8.0,3.1,True,12191
budapest,GoodWind Aparthotel,2505,8.6,,2.7,False,346
budapest,IntercityHotel Budapest,1683,9.0,8.0,1.9,False,4884
budapest,"Radisson Blu Béke Hotel, Budapest",3970,8.9,8.0,1.2,False,8877
budapest,Oasis Inn Budapest,4350,9.0,6.0,1.2,False,358
budapest,Dean's Home Budapest,1962,8.7,6.0,2.4,False,9095
budapest,Novotel Budapest City,3676,8.2,8.0,2.6,True,3404
budapest,SANDRA APARTMENT CLOSE TO CHAIN BRIDGE,2673,9.2,,0.9,False,159
budapest,BasiliQ Hotel,4050,9.5,8.0,0.5,True,751
budapest,Ensana Thermal Margaret Island,3439,9.0,8.0,4.0,True,8027
budapest,ibis Budapest Stadium,3488,9.1,6.0,4.0,False,3496
budapest,Budapest Panorama Central,1838,8.1,6.0,0.35,False,2660
budapest,Budapest Riverfront Apartment,3714,9.0,,0.6,False,74
budapest,"Szerb Boutique Suites, by BQA",2231,7.7,,0.9,False,121
budapest,Verdi Budapest Aquincum,3319,8.1,8.0,4.5,False,6397
budapest,Aquaworld Resort Budapest,4477,8.9,8.0,12.3,True,6840
budapest,Carat Boutique Hotel,3561,8.8,8.0,0.1,True,5485
budapest,Ensana Grand Margaret Island,3464,8.9,8.0,3.9,True,6228
budapest,TRIBE Budapest Airport,3635,9.0,8.0,17.2,True,1959
budapest,Danubius Hotel Hungaria City Center,3186,8.5,8.0,1.7,False,9786
budapest,Danubius Hotel Astoria City Center,3195,8.3,8.0,0.45,False,10248
budapest,Hampton By Hilton Budapest City Centre,3290,9.0,6.0,0.8,True,5423
budapest,Marmara Hotel Budapest,3149,8.0,8.0,1.5,False,3105
budapest,You Hotel Budapest - Handwritten Collection,2473,9.2,8.0,0.8,False,442
budapest,Medos Hotel,1972,8.5,6.0,1.0,False,8669
budapest,Danubius Hotel Helia,3666,9.0,8.0,3.1,True,12191
budapest,GoodWind Aparthotel,2505,8.6,,2.7,False,346
budapest,IntercityHotel Budapest,1683,9.0,8.0,1.9,False,4884
budapest,"Radisson Blu Béke Hotel, Budapest",3970,8.9,8.0,1.2,False,8877
budapest,Oasis Inn Budapest,4350,9.0,6.0,1.2,False,358
budapest,Dean's Home Budapest,1962,8.7,6.0,2.4,False,9095
budapest,Novotel Budapest City,3676,8.2,8.0,2.6,True,3404
budapest,SANDRA APARTMENT CLOSE TO CHAIN BRIDGE,2673,9.2,,0.9,False,159
budapest,BasiliQ Hotel,4050,9.5,8.0,0.5,True,751
budapest,Ensana Thermal Margaret Island,3439,9.0,8.0,4.0,True,8027
budapest,ibis Budapest Stadium,3488,9.1,6.0,4.0,False,3496
budapest,Budapest Panorama Central,1838,8.1,6.0,0.35,False,2660
budapest,Budapest Riverfront Apartment,3714,9.0,,0.6,False,74
budapest,"Szerb Boutique Suites, by BQA",2231,7.7,,0.9,False,121
budapest,Verdi Budapest Aquincum,3319,8.1,8.0,4.5,False,6397
budapest,Aquaworld Resort Budapest,4477,8.9,8.0,12.3,True,6840
budapest,Carat Boutique Hotel,3561,8.8,8.0,0.1,True,5485
budapest,Ensana Grand Margaret Island,3464,8.9,8.0,3.9,True,6228
budapest,TRIBE Budapest Airport,3635,9.0,8.0,17.2,True,1959
budapest,Danubius Hotel Hungaria City Center,3186,8.5,8.0,1.7,False,9786
budapest,Danubius Hotel Astoria City Center,3195,8.3,8.0,0.45,False,10248
budapest,Hampton By Hilton Budapest City Centre,3290,9.0,6.0,0.8,True,5423
budapest,Marmara Hotel Budapest,3149,8.0,8.0,1.5,False,3105
budapest,You Hotel Budapest - Handwritten Collection,2473,9.2,8.0,0.8,False,442
budapest,Medos Hotel,1972,8.5,6.0,1.0,False,8669
budapest,Danubius Hotel Helia,3666,9.0,8.0,3.1,True,12191
budapest,GoodWind Aparthotel,2505,8.6,,2.7,False,346
budapest,IntercityHotel Budapest,1683,9.0,8.0,1.9,False,4884
budapest,"Radisson Blu Béke Hotel, Budapest",3970,8.9,8.0,1.2,False,8877
budapest,Oasis Inn Budapest,4350,9.0,6.0,1.2,False,358
budapest,Dean's Home Budapest,1962,8.7,6.0,2.4,False,9095
budapest,Novotel Budapest City,3676,8.2,8.0,2.6,True,3404
budapest,SANDRA APARTMENT CLOSE TO CHAIN BRIDGE,2673,9.2,,0.9,False,159
budapest,BasiliQ Hotel,4050,9.5,8.0,0.5,True,751
budapest,Ensana Thermal Margaret Island,3439,9.0,8.0,4.0,True,8027
budapest,ibis Budapest Stadium,3488,9.1,6.0,4.0,False,3496
budapest,Budapest Panorama Central,1838,8.1,6.0,0.35,False,2660
budapest,Budapest Riverfront Apartment,3714,9.0,,0.6,False,74
